name,occupation,count,birthtime,birthplace,location,point,chart
Ermenegildo_Florit,r_priests-theologians,106,"['1901', 7, '5', '07:05']","Fagagna, Italy","Fagagna, UTI Collinare, Friuli Venezia Giulia, Italia","('46n1134', '13e0846')",<flatlib.chart.Chart object at 0x626f12550>
Théodore-Augustin_Forcade,r_priests-theologians,107,"['1816', 3, '2', '14:00']","Versailles, France","Versailles, Yvelines, Île-de-France, France métropolitaine, 78000, France","('48n8035', '2e1267')",<flatlib.chart.Chart object at 0x626eef0b8>
Pierre_Gerlier,r_priests-theologians,110,"['1880', 1, '14', '06:00']","Versailles, France","Versailles, Yvelines, Île-de-France, France métropolitaine, 78000, France","('48n8035', '2e1267')",<flatlib.chart.Chart object at 0x626f12320>
Youri_Gilg,r_priests-theologians,111,"['1970', 3, '16', '13:19']","Le Mans, France","Le Mans, Sarthe, Pays de la Loire, France métropolitaine, France","('48n0073', '0e1967')",<flatlib.chart.Chart object at 0x625348898>
Robert_Gradmann,r_priests-theologians,112,"['1865', 7, '18', '19:00']","Lauffen am Neckar, Germany","Lauffen am Neckar, Verwaltungsgemeinschaft Lauffen am Neckar, Landkreis Heilbronn, Baden-Württemberg, 74348, Deutschland","('49n0748', '9e1522')",<flatlib.chart.Chart object at 0x6253488d0>
Gordon_Joseph_Gray,r_priests-theologians,113,"['1910', 8, '10', '04:30']","Edinburgh, Scotland, United Kingdom","Edinburgh, City of Edinburgh, Scotland, EH1 3EG, United Kingdom","('55n9533', '3w1884')",<flatlib.chart.Chart object at 0x6278be390>
James_Edmund_Groppi,r_priests-theologians,114,"['1930', 11, '16', '13:00']","Milwaukee, Wisconsin, United States","Milwaukee, Milwaukee County, Wisconsin, United States of America","('43n035', '87w9225')",<flatlib.chart.Chart object at 0x626a04e80>
Colin_Hamer,r_priests-theologians,115,"['1934', 4, '18', '04:20']","Bolton, England, United Kingdom","Bolton, Greater Manchester, North West England, England, BL1 1RU, United Kingdom","('53n5783', '2w43')",<flatlib.chart.Chart object at 0x626a04eb8>
William_Andrew_Hart,r_priests-theologians,116,"['1904', 9, '9', '00:45']","Dumbarton, Scotland, United Kingdom","Dumbarton, West Dunbartonshire, Scotland, G82 1LG, United Kingdom","('55n9432', '4w5708')",<flatlib.chart.Chart object at 0x6246d49e8>
Antonio_Innocenti,r_priests-theologians,117,"['1915', 8, '23', '12:00']","Poppi, Italy","Poppi, Arezzo, Toscana, 52014, Italia","('43n7228', '11e7661')",<flatlib.chart.Chart object at 0x6246d4cf8>
Henri_Jenny,r_priests-theologians,118,"['1904', 7, '11', '10:51']","Tourcoing, France","Tourcoing, Lille, Nord, Hauts-de-France, France métropolitaine, 59200, France","('50n7235', '3e1606')",<flatlib.chart.Chart object at 0x6243bf2b0>
Jacob_Kaplan,r_priests-theologians,119,"['1895', 11, '7', '12:00']","Paris, France","Paris, Île-de-France, France métropolitaine, France","('48n8567', '2e3515')",<flatlib.chart.Chart object at 0x6243bffd0>
Sebastian_Kneipp,r_priests-theologians,121,"['1821', 5, '17', '23:30']","Ottobeuren, Germany","Ottobeuren, Landkreis Unterallgäu, Bayern, 87724, Deutschland","('47n9428', '10e3001')",<flatlib.chart.Chart object at 0x625457198>
Munetada_Kurozumi,r_priests-theologians,123,"['1781', 1, '1', '06:15']","Okayama, Japan","岡山県, 日本 (Japan)","('34n8581', '133e7759')",<flatlib.chart.Chart object at 0x6243bf4a8>
Charles_Lavigerie,r_priests-theologians,124,"['1825', 10, '31', '04:00']","Bayonne, France","Bayonne, Pyrénées-Atlantiques, Nouvelle-Aquitaine, France métropolitaine, 64100, France","('43n4933', '1w4751')",<flatlib.chart.Chart object at 0x62325aa90>
Richard_R._Lavigne,r_priests-theologians,125,"['1941', 2, '18', '23:00']","Chicopee, Massachusetts, United States","Chicopee, Hampden County, Massachusetts, United States of America","('42n1767', '72w5719')",<flatlib.chart.Chart object at 0x6270b02e8>
Cardinal_Law,r_priests-theologians,126,"['1931', 11, '4']","Torreon, Mexico","Torreón, Coahuila de Zaragoza, 27000, México","('25n5427', '103w4105')",<flatlib.chart.Chart object at 0x625f51128>
Louis_Le_Cardonnel,r_priests-theologians,127,"['1862', 2, '25', '02:00']","Valence, France","Valence, Drôme, Auvergne-Rhône-Alpes, France métropolitaine, 26000, France","('44n9332', '4e8921')",<flatlib.chart.Chart object at 0x625f51da0>
Achille_Lienart,r_priests-theologians,128,"['1884', 2, '7', '10:00']","Lille, France","Lille, Nord, Hauts-de-France, France métropolitaine, France","('50n6366', '3e0635')",<flatlib.chart.Chart object at 0x6270b0710>
Noel_Lucas,r_priests-theologians,131,"['1944', 12, '23', '23:30']","Saint-Mathurin, France","Saint-Mathurin, Les Sables-d'Olonne, Vendée, Pays de la Loire, France métropolitaine, 85150, France","('46n5658', '1w7133')",<flatlib.chart.Chart object at 0x625f4b3c8>
Raymond_A._Lucker,r_priests-theologians,132,"['1927', 2, '24', '22:05']","Saint Paul, Minnesota, United States","St. Paul, Ramsey County, Minnesota, United States of America","('44n9504', '93w1015')",<flatlib.chart.Chart object at 0x62664f5f8>
Francesco_Marchisano,r_priests-theologians,134,"['1929', 6, '25', '12:00']","Racconigi, Italy","Racconigi, Cuneo, Piemonte, 12035, Italia","('44n7698', '7e6789')",<flatlib.chart.Chart object at 0x62664f4a8>
Max_Josef_Metzger,r_priests-theologians,137,"['1887', 2, '3', '02:30']","Schopfheim, Germany","Schopfheim, Verwaltungsgemeinschaft Schopfheim, Landkreis Lörrach, Baden-Württemberg, 79650, Deutschland","('47n6501', '7e8217')",<flatlib.chart.Chart object at 0x625fd7198>
George_Niederauer,r_priests-theologians,138,"['1936', 6, '14', '17:32']","Los Angeles, California, United States","Los Angeles, Los Angeles County, California, United States of America","('34n0537', '118w2428')",<flatlib.chart.Chart object at 0x625df6a90>
Mark_Pemberton,r_priests-theologians,139,"['1945', 5, '9', '01:50']","Summit, New Jersey, United States","Summit, Union County, New Jersey, United States of America","('40n7182', '74w3592')",<flatlib.chart.Chart object at 0x625df60f0>
Ferdinand_Piontek,r_priests-theologians,141,"['1878', 11, '5', '10:00']","Hlubice, Poland","Hłubice, 897, Górna Wieś, Czystogarb, gmina Komańcza, powiat sanocki, województwo podkarpackie, Polska","('49n34', '21e9957')",<flatlib.chart.Chart object at 0x625fd7240>
Thomas_Reese,r_priests-theologians,142,"['1945', 1, '11', '14:36']","Pasadena, California, United States","Pasadena, Los Angeles County, California, United States of America","('34n1476', '118w1445')",<flatlib.chart.Chart object at 0x625d65f28>
Emmanuel_Reichenberger,r_priests-theologians,143,"['1888', 4, '5', '10:00']","Vilseck, Germany","Vilseck, Landkreis Amberg-Sulzbach, Bayern, 92249, Deutschland","('49n6119', '11e8038')",<flatlib.chart.Chart object at 0x625d65828>
Paul_Richaud,r_priests-theologians,144,"['1887', 4, '16', '23:30']","Versailles, France","Versailles, Yvelines, Île-de-France, France métropolitaine, 78000, France","('48n8035', '2e1267')",<flatlib.chart.Chart object at 0x6251fac88>
Camillo_Ruini,r_priests-theologians,145,"['1931', 2, '19', '02:47']","Sassuolo, Italy","Sassuolo, Unione dei comuni del Distretto Ceramico, Modena, Emilia-Romagna, 41049, Italia","('44n541', '10e7829')",<flatlib.chart.Chart object at 0x6251f56d8>
Giovanni_Salderini,r_priests-theologians,146,"['1924', 12, '11', '19:00']","Cant, Italy","Canton, Silea, Treviso, Veneto, 31032, Italia","('45n608', '12e3476')",<flatlib.chart.Chart object at 0x6251f54a8>
Paul_Santy,r_priests-theologians,147,"['1887', 4, '16', '05:00']","Die, France",France,"('46n6034', '1e8883')",<flatlib.chart.Chart object at 0x624976080>
Jean-Pierre_Sart,r_priests-theologians,148,"['1937', 1, '22', '08:00']","Lignan-de-Bordeaux, France","Lignan-de-Bordeaux, Bordeaux, Gironde, Nouvelle-Aquitaine, France métropolitaine, 33360, France","('44n7969', '0w4282')",<flatlib.chart.Chart object at 0x6251f5fd0>
Sergio_Sebastiani,r_priests-theologians,149,"['1941', 4, '11', '02:00']","Montemonaco, Italy","Montemonaco, Ascoli Piceno, Marche, 63088, Italia","('42n8992', '13e3269')",<flatlib.chart.Chart object at 0x6248b05c0>
George_Spagnolia,r_priests-theologians,150,"['1937', 10, '24']","Cambridge, Massachusetts, United States","Cambridge, Middlesex County, Massachusetts, United States of America","('42n3751', '71w1056')",<flatlib.chart.Chart object at 0x6248ab978>
